"word","word_type","topic","phonetic","meaning_en","image_url","audio_url"
"fence","noun","Building Parts","fɛns","a structure like a wall, made of wire, wood, etc. that is placed around an area or a piece of land","https://cdn.langeek.co/photo/45204/original/?type=jpeg","https://tts.langeek.co/read?text=ZmVuY2U&hash=bf6289d12a457ed79f513efd093fa1f63d4bc327&lang=en&cache-only=0"
"gate","noun","Building Parts","ɡeɪt","the part of a fence or wall outside a building that we can open and close to enter or leave a place","https://cdn.langeek.co/photo/50908/original/?type=jpeg","https://tts.langeek.co/read?text=Z2F0ZQ&hash=eeff4c91770d9a2cd0a6405cf46fe6c162769a86&lang=en&cache-only=0"
"entrance","noun","Building Parts","ˈɛntrəns","an opening like a door, gate, or passage that we can use to enter a building,  room, etc.","https://cdn.langeek.co/photo/18101/original/front-door?type=jpeg","https://tts.langeek.co/read?text=ZW50cmFuY2U&hash=4b38c71d69501ec272642fb66f6fe8f306d961fa&lang=en&cache-only=0"
"doorway","noun","Building Parts","ˈdɔɹˌweɪ","the area around the door at the entrance to a house, room, etc.","https://cdn.langeek.co/photo/21098/original/?type=jpeg","https://tts.langeek.co/read?text=ZG9vcndheQ&hash=7283af76f1a2977025d69ed618d155de3f13575b&lang=en&cache-only=0"
"emergency exit","noun","Building Parts","ɪˈmɝdʒənsi ˈɛɡzɪt","a special way used to exit a building, car, etc. when a problem happens","https://cdn.langeek.co/photo/51051/original/?type=jpeg","https://tts.langeek.co/read?text=ZW1lcmdlbmN5IGV4aXQ&hash=c2e7811c9b484c1cea7712f3d840a8aad33bc3d9&lang=en&cache-only=0"
"walkway","noun","Building Parts","ˈwɔˌkweɪ","a path for walking, typically built outdoors and above the ground level","https://cdn.langeek.co/photo/18165/original/walkway?type=jpeg","https://tts.langeek.co/read?text=d2Fsa3dheQ&hash=0eebc6523051e4a3bfdfaeb3a59727e4768e4e54&lang=en&cache-only=0"
"yard","noun","Building Parts","jɑrd","the land joined to our house where we can grow grass, flowers, and other plants","https://cdn.langeek.co/photo/48617/original/?type=jpeg","https://tts.langeek.co/read?text=eWFyZA&hash=37229ecd050f7a30ec94476e39bffa7df7df3beb&lang=en&cache-only=0"
"facade","noun","Building Parts","fəˈsɑd","the front of a building, particularly one that is large and has an elegant appearance","https://cdn.langeek.co/photo/18748/original/abbey?type=jpeg","https://tts.langeek.co/read?text=ZmFjYWRl&hash=3e2783841ee1a3b3707560aa44055cb8114bd5d5&lang=en&cache-only=0"
"dome","noun","Building Parts","doʊm","a building's roof that is rounded","https://cdn.langeek.co/photo/31897/original/?type=jpeg","https://tts.langeek.co/read?text=ZG9tZQ&hash=8c2b17b677c0c917e4a02e22627d873e2dcf01a7&lang=en&cache-only=0"
"doorstep","noun","Building Parts","ˈdɔɹˌstɛp","a small step in front of the main door of a building or house","https://cdn.langeek.co/photo/50906/original/step?type=jpeg","https://tts.langeek.co/read?text=ZG9vcnN0ZXA&hash=3a5af8c39d3aff03c6fcb5d1ef1173c845b0d168&lang=en&cache-only=0"
"fireplace","noun","Building Parts","ˈfaɪɚˌpleɪs","a space or place in a wall for building a fire in","https://cdn.langeek.co/photo/18029/original/fireplace?type=jpeg","https://tts.langeek.co/read?text=ZmlyZXBsYWNl&hash=abdf8866e671d5a2ad2f7d12fad8bb155801fe27&lang=en&cache-only=0"
"light switch","noun","Building Parts","lˈaɪt swˈɪtʃ","an electrical device that controls the flow of electricity to a light fixture, allowing users to turn the light on or off","https://cdn.langeek.co/photo/38895/original/switch?type=jpeg","https://tts.langeek.co/read?text=bGlnaHQgc3dpdGNo&hash=2ee5e0bf91d28ef76a8a5b0c680a520fd6a0df16&lang=en&cache-only=0"
"boiler room","noun","Building Parts","bˈɔɪlɚ ɹˈuːm","a room in a ship or building, which is equipped with a heating device","https://cdn.langeek.co/photo/50902/original/?type=jpeg","https://tts.langeek.co/read?text=Ym9pbGVyIHJvb20&hash=ee2c22f37681d2792c053ec7381c854d9c7e43ab&lang=en&cache-only=0"
"central heating","noun","Building Parts","sˈɛntɹəl hˈiːɾɪŋ","a system that provides a building with warm water and temperature","https://cdn.langeek.co/photo/51047/original/?type=jpeg","https://tts.langeek.co/read?text=Y2VudHJhbCBoZWF0aW5n&hash=ecab5f5c93af48ed995950afab4a0ad93b432252&lang=en&cache-only=0"
"deck","noun","Building Parts","ˈdɛk","a platform or floor that has a design that looks like a ship's deck","https://cdn.langeek.co/photo/51084/original/?type=jpeg","https://tts.langeek.co/read?text=ZGVjaw&hash=297a3a5d04c7418ec05a7b19e80efe918ef1d576&lang=en&cache-only=0"
"patio","noun","Building Parts","ˈpætiˌoʊ","an outdoor area with paved floor belonging to a house used for sitting, relaxing or eating in","https://cdn.langeek.co/photo/51122/original/?type=jpeg","https://tts.langeek.co/read?text=cGF0aW8&hash=20af4fbbff42799a6a31540e62907e209871570a&lang=en&cache-only=0"
"shirt","noun","Clothes","ʃɝːt","a piece of clothing usually worn by men on the upper half of the body, typically with a collar and sleeves, and with buttons down the front","https://cdn.langeek.co/photo/50912/original/shirt?type=jpeg","https://tts.langeek.co/read?text=c2hpcnQ&hash=a9ccc69b12954549322ea6d723ffe86c60b465d3&lang=en&cache-only=0"
"T-shirt","noun","Clothes","ˈtiː ʃɝːt","a casual short-sleeved shirt with no collar, usually made of cotton","https://cdn.langeek.co/photo/48593/original/t-shirt?type=jpeg","https://tts.langeek.co/read?text=VC1zaGlydA&hash=88cb1b538f89134edcfb6896624ec86c759eebf0&lang=en&cache-only=0"
"hat","noun","Clothes","hæt","a piece of clothing often with a brim that we wear on our heads, for warmth, as a fashion item or as part of a uniform","https://cdn.langeek.co/photo/50910/original/hat?type=jpeg","https://tts.langeek.co/read?text=aGF0&hash=87cd5ad83c596e3fe1aca8a5bf6b1ef96da62d83&lang=en&cache-only=0"
"cap","noun","Clothes","kæp","a type of soft flat hat with a visor, typically worn by men and boys","https://cdn.langeek.co/photo/28385/original/cap?type=jpeg","https://tts.langeek.co/read?text=Y2Fw&hash=520eb8f9ab02dafe1d9ae3a985dcee750438190b&lang=en&cache-only=0"
"scarf","noun","Clothes","ˈskɑɹf","a piece of cloth, often worn around the neck or head, which can be shaped in a square, rectangular, or triangular form","https://cdn.langeek.co/photo/28980/original/scarf?type=jpeg","https://tts.langeek.co/read?text=c2NhcmY&hash=3d9562f7b44bffdb94f8a7b45c5753a6e2b319b8&lang=en&cache-only=0"
"glove","noun","Clothes","ˈɡɫəv","item of clothing for our hands with a separate space for each finger","https://cdn.langeek.co/photo/28391/original/glove?type=jpeg","https://tts.langeek.co/read?text=Z2xvdmU&hash=0712e4a264f2a1379a2ad6969c8dc2b122f3c944&lang=en&cache-only=0"
"belt","noun","Clothes","bɛlt","a long and narrow item that you usually wear around your waist to hold your clothes in place or to decorate your outfit","https://cdn.langeek.co/photo/50900/original/belt?type=jpeg","https://tts.langeek.co/read?text=YmVsdA&hash=e29e3fad51c25a486fdd2a0a0be51b51e6cd38f3&lang=en&cache-only=0"
"tie","noun","Clothes","taɪ","a long and narrow piece of fabric tied around the collar, particularly worn by men","https://cdn.langeek.co/photo/28796/original/necktie?type=jpeg","https://tts.langeek.co/read?text=dGll&hash=34ff36d031fc054b7082e34d21e5b5051fd386a7&lang=en&cache-only=0"
"suit","noun","Clothes","suːt","a jacket with a pair of pants or a skirt that are made from the same cloth and should be worn together","https://cdn.langeek.co/photo/48603/original/suit?type=jpeg","https://tts.langeek.co/read?text=c3VpdA&hash=0256967c98f34fd7f4bd32194fe3a27f6749e902&lang=en&cache-only=0"
"pajamas","noun","Clothes","pəˈdʒɑːməz","a loose jacket or shirt and pants worn in bed","https://cdn.langeek.co/photo/50964/original/pajamas?type=jpeg","https://tts.langeek.co/read?text=cGFqYW1hcw&hash=6d4d11328ed0fd795998db1ff70b29e5e4357c4a&lang=en&cache-only=0"
"lingerie","noun","Clothes","ˈɫɑnʒɝˌeɪ","women's underwear, sleepwear and light robes worn in bed","https://cdn.langeek.co/photo/25417/original/?type=jpeg","https://tts.langeek.co/read?text=bGluZ2VyaWU&hash=5330c9882e19dcaba60efd280370ada6148ac198&lang=en&cache-only=0"
"bathrobe","noun","Clothes","ˈbæθˌroʊb","a long piece of clothing, made from the same material that towels are made of, worn after or before taking a shower or bath","https://cdn.langeek.co/photo/50950/original/bathrobe?type=jpeg","https://tts.langeek.co/read?text=YmF0aHJvYmU&hash=803b74fedf2fcd85f019275b46393b281a0cc618&lang=en&cache-only=0"
"underwear","noun","Clothes","ˈʌndɚˌwɛr","clothes that we wear under all the other pieces of clothing right on top of our skin","https://cdn.langeek.co/photo/60774/original/underwear?type=jpeg","https://tts.langeek.co/read?text=dW5kZXJ3ZWFy&hash=b4e82be78c9e7dfe43f204c202f6d802f631a5ab&lang=en&cache-only=0"
"bra","noun","Clothes","brɑː","a piece of underwear worn by women to cover and support their breasts","https://cdn.langeek.co/photo/50952/original/bra?type=jpeg","https://tts.langeek.co/read?text=YnJh&hash=e2bcb70eef0001fd549db99748aca9729ca16f0b&lang=en&cache-only=0"
"suspender","noun","Clothes","səˈspɛndɝ","(used plural) a long narrow band of cloth that is passed over the shoulders used to keep the pants from falling","https://cdn.langeek.co/photo/50974/original/?type=jpeg","https://tts.langeek.co/read?text=c3VzcGVuZGVy&hash=8cf023dd320ff6cd5e16e580da0d4063d3ee2782&lang=en&cache-only=0"
"raincoat","noun","Clothes","ˈɹeɪnˌkoʊt","a long, light coat, typically with a belt, made of water-resistant fabric that keeps us dry in the rain","https://cdn.langeek.co/photo/50968/original/raincoat?type=jpeg","https://tts.langeek.co/read?text=cmFpbmNvYXQ&hash=087e229f88719b26e3ff77775e96158ecddb8ed6&lang=en&cache-only=0"
"bikini","noun","Clothes","bɪˈkiːni","two-piece swimsuit worn by women, especially in warmer climates or during beach vacations","https://cdn.langeek.co/photo/20507/original/bikini?type=jpeg","https://tts.langeek.co/read?text=YmlraW5p&hash=0d539e62fb93dbf82c4485b172cd76422e4ced16&lang=en&cache-only=0"
"swimsuit","noun","Clothes","ˈswɪmˌsuːt","a piece of clothing worn for swimming, especially by women and girls","https://cdn.langeek.co/photo/60182/original/bathing-suit?type=jpeg","https://tts.langeek.co/read?text=c3dpbXN1aXQ&hash=8f46ad9eedd9e51338f669840bf9ad75f7e12452&lang=en&cache-only=0"
"cardigan","noun","Clothes","ˈkɑrdɪɡən","a type of jacket that is made of wool, usually has a knitted design, and its front could be closed with buttons or a zipper","https://cdn.langeek.co/photo/20509/original/cardigan?type=jpeg","https://tts.langeek.co/read?text=Y2FyZGlnYW4&hash=08a488a8d0336bd4cb4678591124aa63c18c0b99&lang=en&cache-only=0"
"overalls","noun","Clothes","ˈoʊvɝˌɔɫz","a type of casual garment consisting of pants, a chest flap and straps over the shoulders, made of denim or other fabrics","https://cdn.langeek.co/photo/25058/original/?type=jpeg","https://tts.langeek.co/read?text=b3ZlcmFsbHM&hash=d812d664eee3d08f606216906d2ef82775e89834&lang=en&cache-only=0"
"kimono","noun","Clothes","kəˈmoʊnə","a long and loose robe with wide sleeves that is fastened with a sash, originally worn on formal occasions in Japan","https://cdn.langeek.co/photo/24951/original/?type=jpeg","https://tts.langeek.co/read?text=a2ltb25v&hash=10f0b6453bc06fb1a055e8b95194de4e55c1f89d&lang=en&cache-only=0"
"blazer","noun","Clothes","ˈbɫeɪzɝ","a type of light jacket either worn with pants that do not match or as a uniform by the members of a union, school, club, etc.","https://cdn.langeek.co/photo/26212/original/?type=jpeg","https://tts.langeek.co/read?text=YmxhemVy&hash=5105ce58388f7979ce55e7ffc513fce17f8b308a&lang=en&cache-only=0"
"vest","noun","Clothes","vɛst","a sleeveless piece of clothing that is worn under a jacket and over a shirt","https://cdn.langeek.co/photo/50976/original/vest?type=jpeg","https://tts.langeek.co/read?text=dmVzdA&hash=62556bb622038af54cbbd38df3e04ce05b549735&lang=en&cache-only=0"
"apron","noun","Clothes","ˈeɪprən","a piece of clothing that is tied around the waist which protects the front part of the body from stains, dirt, etc. when working","https://cdn.langeek.co/photo/20503/original/apron?type=jpeg","https://tts.langeek.co/read?text=YXByb24&hash=f15c40800d8206d3d4e26d8455d1da9d6c37cf52&lang=en&cache-only=0"
"leggings","noun","Clothes","ˈɫɛɡɪŋz","stretchy pants that fit the legs closely, usually worn by women","https://cdn.langeek.co/photo/50962/original/?type=jpeg","https://tts.langeek.co/read?text=bGVnZ2luZ3M&hash=14f1e661097e3da9f22e2791852bf288ed97fcfd&lang=en&cache-only=0"
"bandana","noun","Clothes","ˌbænˈdænə","a large piece of cloth with vibrant colors worn around the neck or head","https://cdn.langeek.co/photo/25377/original/?type=jpeg","https://tts.langeek.co/read?text=YmFuZGFuYQ&hash=91924495f1404037d55df025447e2e06d19d4dff&lang=en&cache-only=0"
"flip-flop","noun","Clothes","flˈɪpflˈɑːp","a backless sandal, usually made of rubber or plastic, with a V-shaped strap between the big toe and the one next to it","https://cdn.langeek.co/photo/25040/original/?type=jpeg","https://tts.langeek.co/read?text=ZmxpcC1mbG9w&hash=e951e9bfee66bb6f533c71a416cfba69a1f47be0&lang=en&cache-only=0"
"poncho","noun","Clothes","ˈpɑntʃoʊ","a simple, sleeveless outer garment, worn over the body to provide warmth and protection from the elements","https://cdn.langeek.co/photo/33123/original/?type=jpeg","https://tts.langeek.co/read?text=cG9uY2hv&hash=2ebc13ac96eeb7d478abe32de3e42152597068c3&lang=en&cache-only=0"
"high heels","noun","Clothes","hˈaɪ hˈiːlz","shoes with tall and thin heels, usually worn by women","https://cdn.langeek.co/photo/25605/original/?type=jpeg","https://tts.langeek.co/read?text=aGlnaCBoZWVscw&hash=7ed0e436f960e338125a3d372c4ff96cc7c0880a&lang=en&cache-only=0"
"onesie","noun","Clothes","ˈwʌn.zi","a single garment that combines a top and bottom into a one-piece outfit, typically worn for comfort or as sleepwear","https://cdn.langeek.co/photo/34280/original/?type=jpeg","https://tts.langeek.co/read?text=b25lc2ll&hash=74bdac22c51abac0a1d80bf31650875b0615fa67&lang=en&cache-only=0"
"romper","noun","Clothes","ɹˈɑːmpɚ","a one-piece garment that combines a top and shorts or pants","https://cdn.langeek.co/photo/34284/original/?type=jpeg","https://tts.langeek.co/read?text=cm9tcGVy&hash=599ab879e83b746d705acb9d460e1092c72fbd15&lang=en&cache-only=0"
"cloak","noun","Clothes","kloʊk","a loose overgarment without sleeves fastened at the neck","https://cdn.langeek.co/photo/50954/original/?type=jpeg","https://tts.langeek.co/read?text=Y2xvYWs&hash=28931bf94c04b90aac2a9b3a3bcfdd1dac66c125&lang=en&cache-only=0"
"hoodie","noun","Clothes","ˈhʊdi","a piece of clothing such as a sweatshirt or jacket that has a cover for the head","https://cdn.langeek.co/photo/50960/original/hoodie?type=jpeg","https://tts.langeek.co/read?text=aG9vZGll&hash=9acb0d210110996328649547d62d6bc0d3bc3a94&lang=en&cache-only=0"
"sweatpants","noun","Clothes","ˈswɛtˌpænts","a loose, long, and warm item of clothing with a stretchy waist worn casually or for exercising on the bottom part of our body, usually made of cotton","https://cdn.langeek.co/photo/25423/original/?type=jpeg","https://tts.langeek.co/read?text=c3dlYXRwYW50cw&hash=50b0d3c49c53e1464a61c9b5acba407bc063bbcf&lang=en&cache-only=0"
"tunic","noun","Clothes","ˈtunɪk","a hip-length loose-fitting blouse that women wear with pants or a skirt","https://cdn.langeek.co/photo/25102/original/?type=jpeg","https://tts.langeek.co/read?text=dHVuaWM&hash=882898171f7220b426d4269d8618ea5e7ae29e33&lang=en&cache-only=0"
"overcoat","noun","Clothes","ˈoʊvɚˌkoʊt","a long coat worn in cold weather to keep the body warm","https://cdn.langeek.co/photo/39703/original/?type=jpeg","https://tts.langeek.co/read?text=b3ZlcmNvYXQ&hash=0b9aff7b0021591817c7496cb50ecb616a9da72a&lang=en&cache-only=0"
"sweater","noun","Clothes","ˈswɛtɚ","a piece of clothing worn on the top part of our body that is made of cotton or wool, has long sleeves and a closed front","https://cdn.langeek.co/photo/48591/original/sweater?type=jpeg","https://tts.langeek.co/read?text=c3dlYXRlcg&hash=692d55a72813110c69bd3db36fc9e09aaff420ae&lang=en&cache-only=0"
"pants","noun","Clothes","pænts","an item of clothing that covers the lower half of our body, from our waist to our ankles, and covers each leg separately","https://cdn.langeek.co/photo/50966/original/pants?type=jpeg","https://tts.langeek.co/read?text=cGFudHM&hash=f3e9a3ede9c49c2619304d0a8390d7883665903c&lang=en&cache-only=0"
"jeans","noun","Clothes","dʒiːnz","pants made of denim, that is a type of strong cotton cloth, and is used for a casual style","https://cdn.langeek.co/photo/48565/original/jeans?type=jpeg","https://tts.langeek.co/read?text=amVhbnM&hash=97a2ecb42717586877567623cfc62ce772075559&lang=en&cache-only=0"
